name,datetime,humidity,precip,precipcover,preciptype,sealevelpressure,temp,windspeed,windgust,winddir,cloudcover,conditions,description
uddevalla,9/26/2020,94.4,21.578,62.5,rain,999.4,12.6,28.6,46.1,41.3,98,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,9/27/2020,93.9,0,0,,1011.2,12.7,27,45.8,38.1,99.9,Overcast,Cloudy skies throughout the day.
uddevalla,9/28/2020,91.8,0.551,8.33,rain,1013.8,12.6,18,35.9,51.4,98.9,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.
uddevalla,9/29/2020,86.1,2.404,25,rain,1015.9,13.3,11.6,22.5,177.3,80.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
uddevalla,9/30/2020,88,0,0,,1016.9,12,17.2,31.5,141.4,83.1,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/1/2020,89.1,0.082,8.33,rain,1013.4,11.3,20.6,34.4,72.3,81.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
uddevalla,10/2/2020,83.4,0,0,,1011.3,13.9,28.7,45.9,62.8,73.1,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/3/2020,85.7,0.124,8.33,rain,1008.3,13.4,26.4,50.6,62.4,96.2,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.
uddevalla,10/4/2020,91.6,18.634,45.83,rain,998,13.9,30.3,55.6,79.4,98.1,"Rain, Overcast",Cloudy skies throughout the day with rain.
uddevalla,10/5/2020,88.2,0.524,8.33,rain,1005.2,11.9,17.2,26.8,128.8,43.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
uddevalla,10/6/2020,92.1,4.924,62.5,rain,997.2,11.9,13.9,29.1,140.1,84.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,10/7/2020,91.6,5.41,66.67,rain,999.9,12,14.7,24.9,161.2,94.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/8/2020,91.2,12.643,87.5,rain,1005,11.5,18.8,31.3,200.1,88.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,10/9/2020,79.9,2.017,33.33,rain,1007.5,10.5,30.3,47.9,228.8,48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,10/10/2020,91.7,10.53,83.33,rain,1009,8.4,14.9,24.9,168.6,88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,10/11/2020,90.7,2.907,50,rain,1011.3,7.4,10.4,20,227.4,72.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,10/12/2020,87.5,0.397,25,rain,1012.8,8,12.9,18.9,218.3,57.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
uddevalla,10/13/2020,86.9,0,0,,1019.2,6.5,16.3,24.8,48.8,63.7,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/14/2020,76.7,0,0,,1025.7,6.7,24.6,47.9,35.9,78.8,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/15/2020,76.9,0,0,,1024.7,6.5,20.2,39.1,22.1,51.8,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/16/2020,82.8,0.017,4.17,rain,1024.6,5.8,16.3,28.1,17.2,45.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
uddevalla,10/17/2020,89.1,0.038,8.33,rain,1017.1,5.1,20.9,36.4,221.8,44.4,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.
uddevalla,10/18/2020,60.3,0,0,,1010.1,5.5,24.6,46,316.8,18.6,Clear,Clear conditions throughout the day.
uddevalla,10/19/2020,71.7,0,0,,1015.1,2.7,8.8,20.5,321.9,45,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/20/2020,90.6,5.336,83.33,"rain,snow",1011.5,6.2,19.3,41.1,124,97.4,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.
uddevalla,10/21/2020,95.7,6.014,75,rain,1001.4,10.6,16.2,31.5,170.7,99.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/22/2020,93.6,16.463,91.67,rain,995.5,11.3,22.3,45,234.2,97.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/23/2020,90.6,1.971,25,rain,1001.9,8.3,21.8,49.5,266.8,93.8,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.
uddevalla,10/24/2020,88.7,2.982,29.17,rain,1002.8,9,20.8,44.9,212.4,86.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,10/25/2020,93.1,9.552,62.5,rain,999.1,10.9,26.5,56.8,175.7,97.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/26/2020,93.3,4.912,66.67,rain,999.2,9.7,15.2,31.8,146.6,90.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/27/2020,92,2.737,62.5,rain,998.7,8.3,24,62.2,174.6,78.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,10/28/2020,88.1,3.094,54.17,rain,998.4,9.2,22.9,46.9,186.2,73.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,10/29/2020,91.9,1.121,54.17,rain,1004,7.5,28.9,28.4,189.2,57.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,10/30/2020,95.5,0.723,8.33,rain,1012.4,6.1,14.7,34.5,125,86.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
uddevalla,10/31/2020,91.7,2.074,41.67,rain,1015.9,9.2,15.7,41.2,172.8,70.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,8/1/2021,72.7,1.365,8.33,rain,997.9,15.4,27.7,51.6,222.6,59.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
uddevalla,8/2/2021,78.4,0.458,37.5,rain,1003.5,13.4,23.6,35.6,1,61.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
uddevalla,8/3/2021,70.8,1.324,8.33,rain,1010.1,14.4,11.5,23.7,59.7,77.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
uddevalla,8/4/2021,74.6,3.269,16.67,rain,1013.5,14.9,18.4,27.7,314.9,29.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,8/5/2021,75,0,0,,1013.5,15.7,12.4,20.9,18.5,32.9,Partially cloudy,Partly cloudy throughout the day.
uddevalla,8/6/2021,67.6,0,0,,1010.3,17.6,20.3,37,108.3,25.8,Partially cloudy,Partly cloudy throughout the day.
uddevalla,8/7/2021,73.2,2.559,12.5,rain,1005.6,16.2,15.7,29.7,56.4,60.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
uddevalla,8/8/2021,88.8,4.813,29.17,rain,1003.5,15.1,10.4,23.6,116.1,60.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,8/9/2021,81,4.364,37.5,rain,1010.1,17.3,21.8,36.9,211.7,71.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,8/10/2021,87.1,7.069,54.17,rain,1012.9,15.7,14.4,33.5,189.6,69.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,8/11/2021,84.2,1.516,25,rain,1014,15.9,17.3,27.8,227.6,66.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,8/12/2021,80.9,0.008,4.17,rain,1017.9,16.8,17.2,28.9,218.9,59.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
uddevalla,8/13/2021,85.9,5.749,29.17,rain,1014.9,16.8,19.1,34.3,209.5,76.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,8/14/2021,78.3,4.355,45.83,rain,1008.7,15.6,34,55.9,239.6,53.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,8/15/2021,72.3,0.132,20.83,rain,1004.4,16,27.2,51.9,252.9,54.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,8/16/2021,87.5,5.57,70.83,rain,1001.7,13.7,11.8,19,26.5,83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,8/17/2021,92.4,35.148,91.67,rain,998.8,13.9,25.5,47,346.9,94.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,8/18/2021,79.5,3.088,58.33,rain,996.3,15.5,20.6,47,282.3,67.2,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.
uddevalla,8/19/2021,68.7,0.01,4.17,rain,999.8,15.5,18.8,29.1,265.6,44.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
uddevalla,8/20/2021,74.3,0.124,8.33,rain,1008,14,18.6,33.6,258.6,31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
uddevalla,8/21/2021,71.1,0,0,,1016.6,14.5,12.7,21.1,303.7,32.8,Partially cloudy,Partly cloudy throughout the day.
uddevalla,8/22/2021,76.3,0,0,,1020.5,14.3,9.1,20.6,352.1,12.1,Clear,Clear conditions throughout the day.
uddevalla,8/23/2021,69.4,0,0,,1025.7,15,11.3,19.1,359.6,7.6,Clear,Clear conditions throughout the day.
uddevalla,8/24/2021,75.4,0.041,4.17,rain,1026.7,15.6,22.7,39.1,238.8,44.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
uddevalla,8/25/2021,66.4,0.039,4.17,rain,1010.9,17.3,27.1,56.9,324.7,59.5,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.
uddevalla,8/26/2021,68.7,0.305,33.33,rain,1011.5,13.4,31.6,60.3,14.9,95.7,"Rain, Overcast",Cloudy skies throughout the day with rain.
uddevalla,8/27/2021,84.6,2.691,41.67,rain,1019.4,13.9,29.9,55.6,35.8,92.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,8/28/2021,80,0.171,20.83,rain,1021.9,14.2,24.4,44,33.7,96,"Rain, Overcast",Cloudy skies throughout the day with rain.
uddevalla,8/29/2021,77.7,0,0,,1021.5,15.8,18.2,34.5,40.5,55.2,Partially cloudy,Partly cloudy throughout the day.
uddevalla,8/30/2021,78.5,0,0,,1022.8,14.8,15.5,31.1,24.4,5.9,Clear,Clear conditions throughout the day.
uddevalla,8/31/2021,78.8,0,0,,1022.7,14.8,15.7,29.8,12.9,2.2,Clear,Clear conditions throughout the day.
uddevalla,9/1/2021,66.2,0,0,,1024.3,15.1,12.5,25.2,320.7,21.9,Partially cloudy,Clearing in the afternoon.
uddevalla,9/2/2021,78.9,0,0,,1023.3,14.6,23.2,36.1,255.8,30,Partially cloudy,Clearing in the afternoon.
uddevalla,9/3/2021,68.1,0,0,,1017.5,14.2,15,24.8,26.5,21.2,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/4/2021,65.2,0,0,,1022.5,12.1,13.3,22.8,43.3,53.2,Partially cloudy,Clearing in the afternoon.
uddevalla,9/5/2021,70.2,0,0,,1025.9,12.5,18,25.9,228.6,83.7,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/6/2021,76.7,0,0,,1023.9,13.4,19.7,31.8,222.2,60.1,Partially cloudy,Becoming cloudy in the afternoon.
uddevalla,9/7/2021,87.1,0,0,,1020.8,14.6,24.2,38,229.1,69.9,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/8/2021,83.5,0,0,,1016.3,17.2,26.8,41.2,236,67,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/9/2021,82.7,0,0,,1012.9,17.2,20.5,30,222.6,26.3,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/10/2021,81.8,0.241,8.33,rain,1012.4,16.7,12.3,17.8,128.6,21.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
uddevalla,9/11/2021,94.1,14.867,87.5,rain,1010.8,16.3,10.3,18.7,218.5,91.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,9/12/2021,90.9,2.298,50,rain,1007.6,16.5,20.2,40.9,235.8,95.5,"Rain, Overcast",Cloudy skies throughout the day with rain.
uddevalla,9/13/2021,75.1,0.132,16.67,rain,1015,13.5,15.2,26.4,25.2,37,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.
uddevalla,9/14/2021,84.3,0,0,,1017.7,12.6,12.1,21.7,195.1,57.9,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/15/2021,86.2,0,0,,1017.2,13.5,18,27.2,75.8,61.6,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/16/2021,91.5,29.52,100,rain,1013.7,10.8,25.6,48.2,59.9,95.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,9/17/2021,88.3,7.249,54.17,rain,1016.8,9.7,26.8,47.9,47.7,96.9,"Rain, Overcast",Cloudy skies throughout the day with rain.
uddevalla,9/18/2021,77.8,0.008,4.17,rain,1022.9,10.4,16.4,30.7,69.3,98.6,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.
uddevalla,9/19/2021,72.7,0,0,,1025.2,9.7,14.6,26.8,61.4,99.2,Overcast,Cloudy skies throughout the day.
uddevalla,9/20/2021,76.2,0.297,20.83,rain,1026.2,9,13.1,21.9,58.9,98.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.
uddevalla,9/21/2021,89.9,3.301,37.5,rain,1022.5,9.3,17.8,33.6,200,80.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,9/22/2021,89.8,0,0,,1019.1,11.8,23.3,37.7,223.7,81.2,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/23/2021,89.2,14.516,83.33,rain,998.6,12,23.9,60.5,254.2,81.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,9/24/2021,82,0.497,12.5,rain,1000.7,10.9,27.5,47.6,255.1,48.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.
uddevalla,9/25/2021,72.2,0,0,,1006.9,12.9,26.5,56.8,270.9,3,Clear,Clear conditions throughout the day.
uddevalla,9/26/2021,89.8,0,0,,1019.3,10.8,12.7,19.4,150.4,39.9,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/27/2021,86.3,4.002,37.5,rain,1018.8,13.4,26.9,41.1,118.6,85.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,9/28/2021,89,12.932,62.5,rain,1019.7,12.7,24.5,41.1,177.3,65.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,9/29/2021,93.9,3.441,37.5,rain,1019.1,11.7,18.7,35.7,101.4,90.6,"Rain, Overcast",Cloudy skies throughout the day with rain.
uddevalla,9/30/2021,89.2,9.888,83.33,rain,1013.2,11.4,21.8,36,94.4,95.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/1/2021,92.4,16.425,91.67,rain,1012.2,11.4,31.4,60.5,179.2,96.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/2/2021,91.8,10.929,95.83,rain,1010,11.7,23.4,46.5,159.9,95.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/3/2021,93.1,19.056,83.33,rain,1001.4,13.4,28,58.6,149.5,97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/4/2021,91.7,3.398,41.67,rain,1010.9,12.2,19.6,43.5,193.9,83.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,10/5/2021,90.1,5.171,20.83,rain,1013.2,11.8,16.8,35.5,132.2,62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
uddevalla,10/6/2021,94.2,6.279,79.17,rain,1010.8,12,18.8,32.8,201.2,94.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/7/2021,89.6,0.288,25,rain,1026.7,12.2,18.8,32.7,210.1,85.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,10/8/2021,89.7,0,0,,1033.7,11.8,17.2,27.4,208.1,86.5,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/9/2021,87.3,0.01,4.17,rain,1033.7,11.6,16.1,29.1,217.3,97.4,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.
uddevalla,10/10/2021,84.2,0.478,16.67,rain,1024.3,10.6,23.1,42.1,207.7,77.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
uddevalla,10/11/2021,76.4,0.859,25,rain,1011.1,10,19.9,37.8,271.6,39.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,10/12/2021,73.2,0.102,12.5,rain,1012.4,6.7,20.4,34.1,334.1,34.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
uddevalla,10/13/2021,74.4,0,0,,1016.5,5.7,10.9,19.1,301.7,45.9,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/14/2021,84.8,0.025,8.33,rain,1007.9,10.5,26.4,48.4,233.1,81.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,10/15/2021,68,2.418,25,rain,1000.6,9.6,27.8,48.3,280.1,34.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,10/16/2021,72.6,0,0,,1008.2,9.4,29.4,55.3,264.8,49.2,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/17/2021,72.3,0.02,4.17,"rain,snow",1013.1,6.1,13,31.3,304.4,26.1,"Snow, Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain or snow.
uddevalla,10/18/2021,76.1,0,0,,1022.3,2.9,9.9,19.1,70.2,26.5,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/19/2021,92.3,7.285,91.67,rain,1013.3,7.1,20.4,35.9,152.6,97.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/20/2021,91.4,4.705,70.83,rain,989.3,12.6,32.6,55.7,229.2,91.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/21/2021,72,0.384,20.83,rain,980.4,9.1,27.4,52.6,260.9,42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
uddevalla,10/22/2021,57.8,0,0,,991.4,6.7,23.4,58.6,281.7,10.2,Clear,Clear conditions throughout the day.
uddevalla,10/23/2021,62.7,0,0,,1015.3,5.8,20.9,44.6,315.2,8.1,Clear,Clear conditions throughout the day.
uddevalla,10/24/2021,84.7,0.122,20.83,rain,1021.2,8.3,22.5,42.5,206.7,86.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,10/25/2021,88.7,1.107,29.17,rain,1013.8,8.2,20.8,37.9,192.9,73.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,10/26/2021,88.6,3.361,29.17,rain,1009.9,9.4,22.9,40.6,226.8,54.4,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.
uddevalla,10/27/2021,94.6,6.893,79.17,rain,1007.2,11.1,29.1,49.8,225.8,96.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/28/2021,92.8,2.459,50,rain,1011.3,12.1,30.1,46.8,212.9,93.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/29/2021,90.9,0,0,,1008.7,9.9,19.6,42.5,179,60.1,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/30/2021,91.5,0.645,29.17,rain,1006.5,9.4,15.9,33.7,161.6,69.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,10/31/2021,90.1,2.76,16.67,rain,1003.6,9.4,18.9,33.5,172.9,65.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
uddevalla,8/1/2022,76.4,3.015,37.5,rain,1010.7,17.3,21.9,38.5,227.1,57.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
uddevalla,8/2/2022,80.6,2.909,25,rain,1013.1,14.7,21,37.6,201.7,59.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
uddevalla,8/3/2022,93.2,11.891,91.67,rain,1010.3,17.9,23.2,38.1,207.3,93.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,8/4/2022,86.6,10.805,45.83,rain,1012.2,18.2,17.1,34.3,206.3,64.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,8/5/2022,79,0,0,,1011.4,15.8,22.1,35.5,227.7,61.7,Partially cloudy,Partly cloudy throughout the day.
uddevalla,8/6/2022,66,0,0,,1015.6,15.1,24.9,45.6,250.5,19.6,Clear,Clear conditions throughout the day.
uddevalla,8/7/2022,76.8,0.163,16.67,rain,1020.5,14.4,21.3,34.9,237.5,60.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,8/8/2022,77.5,0.231,29.17,rain,1023.2,15.9,15.9,25.2,232.8,70,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,8/9/2022,77.4,0,0,,1027.7,15.1,15.4,23.4,218.1,34.5,Partially cloudy,Partly cloudy throughout the day.
uddevalla,8/10/2022,81.6,0,0,,1026.1,17.1,23.5,42.8,224.8,52.2,Partially cloudy,Partly cloudy throughout the day.
uddevalla,8/11/2022,72.2,19.437,4.17,rain,1023.3,18.8,20.1,33.1,234.8,1.1,Rain,Clear conditions throughout the day with afternoon rain.
uddevalla,8/12/2022,67.2,0,0,,1022.4,19.2,14.7,24.7,222.7,2,Clear,Clear conditions throughout the day.
uddevalla,8/13/2022,65,0,0,,1020.5,19.8,13.7,22.5,232.9,2.9,Clear,Clear conditions throughout the day.
uddevalla,8/14/2022,69.1,0,0,,1015.6,20.6,10.2,17.1,14.6,17.6,Clear,Clear conditions throughout the day.
uddevalla,8/15/2022,78.4,12.134,29.17,rain,1009.8,20.1,13.8,36.4,62.7,48.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,8/16/2022,89.9,6.262,33.33,rain,1006.9,19.9,12.6,22.8,78,54.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,8/17/2022,83.7,0,0,,1010.8,19.5,18.5,29,221.5,72,Partially cloudy,Partly cloudy throughout the day.
uddevalla,8/18/2022,86.7,0.564,20.83,rain,1013.4,18.8,11.1,19.3,88.9,73.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,8/19/2022,84.9,0.716,16.67,rain,1011.9,19.5,10.5,20.1,4.1,82.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
uddevalla,8/20/2022,76.9,1.13,20.83,rain,1011.3,18,24.9,40.6,254.7,51.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
